grupo,categoria,tipo_producto,titulo,pais_revista,revista,ISSN,ano,vol,fasc,pags,DOI,autores,id
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,La dimensión socio-afectiva y su trascendencia en la vida del niño,Colombia,"Aletheia. Revista De Desarrollo Humano, Educativo Y Social Contemporáneo ",2145-0366,2020,12,2 ,183 - 196,,BAIRON JARAMILLO VALENCIA,761
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"""Subjetividad y aprendizaje del inglés: experiencias vividas desde un programa de desarrollo profesional""",Venezuela,Espacios ,0798-1015,2020,41,46 ,1 - 11,10.48082/espacios-a20v41n46p20,"SONIA RUTH QUINTERO ARRUBLA, BAIRON JARAMILLO VALENCIA",762
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,The elusive pervasiveness of english in higher education: the case of Colombia,Venezuela,Espacios ,0798-1015,2020,41,N / A ,212 - 228,10.48082/espacios-https://www.revistaespacios.com/a20v41n33/a20v41n33p18.pdf,Autores:,764
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Significación sobre la diferencia entre violencia y conflicto escolar: un estudio de caso sobre sujetos que han sufrido o generado violencia,Colombia,Palobra ,2346-2884,2020,20,2 ,230 - 250,10.32997/2346-2884-vol.20-num.2-2020-3317,"CLAUDIA MARIA PINEDA TABORDA, BAIRON JARAMILLO VALENCIA",765
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Estudios sobre opinión pública y proceso de paz entre el Estado Colombiano y las Farc-ep,Colombia,"Cultura, Educación, Sociedad - Ces ",2145-9258,2020,11,N/(A ,27 - 42,10.17981/cultedusoc.11.2.2020.02,"JOSE WILMAR PINO MONTOYA, MELINA CASTANO GOMEZ",766
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Aproximación a la percepción social sobre el sistema tributario colombiano a partir de una revisión teórica,Colombia,Economicas Cuc ,0120-3932,2020,41,N/A ,197 - 210,10.17981/econcuc.41.2.2020.,"JOSE WILMAR PINO MONTOYA, RUBY STELLA CABRERA JARAMILLO, JULIANA CAROLINA FARFAN RODRIGUEZ",768
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Inquiring Pre-service Teachers¿ Narratives on Language Policy and Identity during their Practicum,Colombia,How ,0120-5927,2020,27,N / A ,51 - 72,10.19183/how.27.2.544,OSCAR ALBERTO PELAEZ HENAO,769
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,La transición escolar como reto en el proceso formativo de los niños y niñas,Colombia,Infancias Imágenes ,1657-9089,2020,19,N/A ,1 - 20,10.14483/16579089.13646,BAIRON JARAMILLO VALENCIA,771
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"Contexto, didáctica y reflexión: desafíos para la calidad educativa",Venezuela,Espacios ,0798-1015,2020,41,18 ,6 - 14,10.48082/20v41n46p14,"LEISY MAGDALI ARROYAVE TABORDA, ADRIANA MARIA GALLEGO HENAO, OSCAR PELAEZ HENAO, ROGER ALEXANDER GONZALEZ RAMIREZ, JOSE WILMAR PINO MONTOYA",773
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"Significación Sobre la Enseñanza de la Lectura en Inglés: Prácticas de Docentes en Educación Preescolar""",Colombia,"Saber, Ciencia Y Libertad ",1794-7154,2020,15,N/A ,234 - 250,,"BAIRON JARAMILLO VALENCIA, SONIA RUTH QUINTERO ARRUBLA",775
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Sistema axiológico de los alumnos del Programa Contaduría Pública de la Universidad Católica Luis Amigó-Medellín,Venezuela,Espacios ,0798-1015,2020,41,N/A ,1 - 12,,CARMEN YSABEL MARTINEZ DE MERINO,777
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Revisión (Survey),Aproximación teórica a las estrategias de acompañamiento en el ambiente familiar y escolar,Colombia,"Cultura, Educación, Sociedad - Ces ",2145-9258,2020,11,N/A ,151 - 166,10.17981/cultedusoc.11.1.2020.11,"MONICA MARIA ALVAREZ GALLEGO, NATALIA GUZMAN ATEHORTUA",779
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,El maestro como formador de resiliencia para la primera infancia: un aporte desde la escuela en la construcción de habilidades sociales,Colombia,"Cultura, Educación, Sociedad - Ces ",2145-9258,2020,11,N/A ,55 - 70,10.17981/10.2.2020.4,"LEISY MAGDALI ARROYAVE TABORDA, JOSE WILMAR PINO MONTOYA, YUSTY CAROLINA RESTREPO SEGURA",782
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,sobre el vínculo afectivo y los procesos de aprendizaje en niños de 7 a 9 años de edad,Colombia,Educacion Y Humanismo ,0124-2121,2020,22,N/A ,1 - 19,10.17081/eduhum.22.38.3552,BAIRON JARAMILLO VALENCIA,783
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,La educación superior en el contexto de la innovación,República Dominicana,Educación superior (Santiago) ,2071-1271,2020,30,N/A ,29 - 59,10.21501/issn.2346-1780,JOSE FEDERICO AGUDELO TORRES,784
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,The quality of education: a reflection from the pedagogical academic management,Colombia,"Cultura, Educación, Sociedad - Ces ",2145-9258,2020,11,N/A ,209 - 218,10.17981/cultedusoc.10.2.2020.14,"OSCAR PELAEZ HENAO, ADRIANA MARIA GALLEGO HENAO, ROGER ALEXANDER GONZALEZ RAMIREZ",785
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Desarrollo social y laboral de los posgraduados,Colombia,Actualidades Pedagógicas ,0120-1700,2020,75, ,1 - 18,10.19052/0120-1700,"YUSTY CAROLINA RESTREPO SEGURA, LEISY MAGDALI ARROYAVE TABORDA, JUAN SANTIAGO CALLE PIEDRAHITA, DAVID IGNACIO MOLINA VELASQUEZ",786
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,El éxito escolar en estudiantes deportistas,Colombia,Journal of Sport and Health Research ,1989-6239,2020,12,2 ,164 - 176,,YUSTY CAROLINA RESTREPO SEGURA,787
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Sobre el reconocimiento y la otredad en la escuela: una lectura desde Lévinas y Mélich,Colombia,Perseitas ,2346-1780,2020,8,1 ,7 - 19,10.21501/issn.2346-1780,JOSE FEDERICO AGUDELO TORRES,788
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Jerarquía de valores de los estudiantes de Instituciones de Educación Superior,Venezuela,Revista Venezolana de Gerencia ,1315-9984,2020,25, ,194 - 205,,CARMEN YSABEL MARTINEZ DE MERINO,789
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Sentidos de las prácticas discursivas en la formación de maestros en clave de educación para la paz y construcción de ciudadanía,Colombia,Revista Lasallista de Investigacion ,1794-4449,2019,16,2 ,223 - 238,10.22507/rli.v16n2a18,"JOSE FEDERICO AGUDELO TORRES, SERGIO ANDRES MANCO RUEDA, JUAN CARLOS FRANCO MONTOYA, PATRICIA PARRA MONCADA",790
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Aportes de Bartolomé de las Casas a la teoría actual de los derechos humanos,Colombia,Hallazgos ,1794-3841,2019,17,33 ,221 - 253,10.15332/2422409X.5240,JOSE WILMAR PINO MONTOYA,791
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Sobre el conocimiento científico y la investigación narrativa en la escuela,Colombia,Kénosis ,2346-1209,2019,7,N/A ,28 - 49,10.47286/23461209.265,"SANDRA JULIET CLAVIJO ZAPATA, JOSE FEDERICO AGUDELO TORRES",793
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Violencia intrafamiliar y pensamiento creativo: factores que inciden en la resolución de confl ictos en la infancia,Colombia,Actualidades Pedagógicas ,0120-1700,2019,1,14 ,1 - 9,10.19052/ap.vol1.iss74.6,BAIRON JARAMILLO VALENCIA,795
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Should an Effective Language Learning Be through the Development of Just One Language Skill?,Estados Unidos,Qualitative Report ,2160-3715,2019,24,11 ,2778 - 2793,,"VICTOR DANIEL GIL VERA, BAIRON JARAMILLO VALENCIA",796
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Global reading and writing methodology: analysis of a software implementation on first-graders,Venezuela,Espacios ,0798-1015,2019,40,39 ,5 - 18,,"SONIA RUTH QUINTERO ARRUBLA, BAIRON JARAMILLO VALENCIA, VICTOR DANIEL GIL VERA",797
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Dinámica interna familiar como espacio educativo para la construcción de ciudadanía,Colombia,Educación Y Educadores ,0123-1294,2019,22,3 ,377 - 394,10.5294/edu,"ADRIANA MARIA GALLEGO HENAO, JOSE WILMAR PINO MONTOYA, JUAN FERNANDO LOPEZ CORREA",798
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Revisión (Survey),El cultivo de la convivencia: una oportunidad para prevenir situaciones de acoso escolar,Colombia,Infancias Imágenes ,1657-9089,2019,18,2 ,159 - 170,10.14483/16579089.14025,JOSE FEDERICO AGUDELO TORRES,799
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Influencia del proceso de inclusión a la inversa en el contexto educativo,Colombia,Revista Pensamiento Americano ,2027-2448,2019,12,N/A ,69 - 78,10.21803/pensam.v12i24.310,BAIRON JARAMILLO VALENCIA,800
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,La dinámica familiar y estilos de crianza: pilares fundamentales en la dimensión socioafectiva,Colombia,Hallazgos ,1794-3841,2019,16,32 ,131 - 150,10.15332/2422409X.5093,"JOSE WILMAR PINO MONTOYA, MONICA MARIA ALVAREZ GALLEGO, ADRIANA MARIA GALLEGO HENAO, ENID DANIELA VARGAS MESA",802
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Maestros gestores de diálogo y pensamiento crítico: una oportunidad para construir paz en el aula,Colombia,Plumilla Educativa ,1657-4672,2019,23,1 ,45 - 67,10.30554/plumillaedu.1.3344.2019,JOSE FEDERICO AGUDELO TORRES,803
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,El rendimiento escolar y el uso de videojuegos en estudiantes de básica secundaria del municipio de La Estrella Antioquia,,Revista Educación ,0379-7082,2019,43,2 ,1 - 12,10.15517/43i2.30564,"LEISY MAGDALI ARROYAVE TABORDA, SANDRA MILENA RESTREPO ESCOBAR, WILMER ARTEMO ARBOLEDA SIERRA",804
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,La satisfacción laboral y los valores del gerente de aula en las etapas I y II de Educación Básica,Venezuela,Espacios ,0798-1015,2019,40,N/A ,1 - 18,,CARMEN YSABEL MARTINEZ DE MERINO,806
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Sentimientos y pensamientos de jóvenes frente al acoso escolar:el suicidio como alternativa,Colombia,Eleuthera ,2463-1469,2019,24,1 ,34 - 47,10.17151/eleu.2019.21.3,"ADRIANA MARIA GALLEGO HENAO, CATALINA PALACIO CHAVARRIAGA",807
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"Calidad educativa, a propósito de la gestión comunitaria en nueve establecimientos educativos de Medellín: 2010 a 2013",Colombia,Revista Colombiana De Educación ,0120-3916,2019,1,77 ,129 - 150,10.17227/rce.num77-4925,JOSE WILMAR PINO MONTOYA,808
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"""Metodología global de lectura y escritura: análisis de una implementación de software en alumnos de primer grado",Venezuela,Espacios ,0798-1015,2019,40,39 ,5 - 18,,"SONIA RUTH QUINTERO ARRUBLA, BAIRON JARAMILLO VALENCIA, VICTOR DANIEL GIL VERA",809
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Dimensión estética en la enseñanza de la filosofía: posibilidades de sensibilización frente a la diversidad ideológica en el posconflicto colombiano,Colombia,Perseitas ,2346-1780,2019,7,N/A ,1 - 20,10.21501/23461780.3155,BAIRON JARAMILLO VALENCIA,811
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Perspectivas investigativas sobre formación en cultura política en estudiantes universitarios,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2019,N/A,56 ,161 - 179,10.431486//1486,"JOSE WILMAR PINO MONTOYA, MONICA MARIA ALVAREZ GALLEGO, OLGA CECILIA VASQUEZ JARAMILLO",812
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Concepción filosófico-antropológica del hombre americano: la perspectiva teórica de Bartolomé de las Casas,Colombia,Cuadernos De Filosofia Latinoamericana ,0120-8462,2018,39,119 ,77 - 96,10.15332/25005375,JOSE WILMAR PINO MONTOYA,813
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,El bullying en los escenarios educativos: una posibilidad de repensar el quehacer docente,Venezuela,Espacios ,0798-1015,2018,39,52 ,1 - 5,10.48082/espacios,"ADRIANA MARIA GALLEGO HENAO, SANDRA JULIET CLAVIJO ZAPATA, JOSE FEDERICO AGUDELO TORRES, FARLEY SARY ROJAS RESTREPO",815
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Sociocultural Factors That Influence Migrant Students' Academic Performance in an English Language Teaching Program: Voices from Abroad,Estados Unidos,Qualitative Report ,2160-3715,2018,23,N/A ,2337 - 2356,,MARLON VANEGAS ROJAS,816
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Sobre la evaluación escolar y su ética,Chile,Informacion Tecnologica ,0718-0764,2018,29,5 ,71 - 80,N/A,"JOSE FEDERICO AGUDELO TORRES, SANDRA JULIET CLAVIJO ZAPATA, FARLEY SARY ROJAS RESTREPO, EDGAR OCAMPO RUIZ",818
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,El emprendimiento como cultura: ¿una estrategia para potenciar las competencias ciudadanas y el trabajo en grupo en la primera infancia?,Colombia,Infancias Imágenes ,1657-9089,2018,17,2 ,176 - 184,10.14483/16579089.13048,ADRIANA MARIA GALLEGO HENAO,819
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,El clima organizacional en el emprendimiento sostenible.,Colombia,Revista Escuela De Administración De Negocios ,0120-8160,2018,84,N/A ,43 - 61,10.21158/01208160,"CARMEN YSABEL MARTINEZ DE MERINO, VICTOR HUGO MERINO CORDOBA, YAMARU DEL VALLE CHIRINOS ARAQUE",820
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Revisión (Survey),Factores asociados a las preferencias alimentarias de los niños,Colombia,Eleuthera ,2011-4532,2018,18,N/A ,58 - 73,10.17151/eleu.2018.18.4.,MONICA MARIA ALVAREZ GALLEGO,822
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Emprendimiento sostenible para el desarrollo económico de las PYMES,Venezuela,Espacios ,0798-1015,2018,39,7 ,1 - 12,,"CARMEN YSABEL MARTINEZ DE MERINO, VICTOR HUGO MERINO CORDOBA, YAMARU DEL VALLE CHIRINOS ARAQUE, CLAUDIA MILENA PEREZ PERALTA",824
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Research Training in Language Teacher Education: Reflections from a Mentee and her Mentor,Colombia,Ikala ,0123-3432,2018,23,N/A ,85 - 98,DOI: 10.17533/udea.ikala.v23n01a07,"JOSE VICENTE ABAD OLAYA, LINDA KATHERINE PINEDA ROBAYO",825
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Influence of Strategies-Based Feedback in Students' Oral Performance,Colombia,How ,0120-5927,2018,25,N/A ,93 - 113,https://doi.org/10.19183/how.25.1.402.,"ANGIE SISQUIARCO, SANTIAGO SANCHEZ ROJAS, JOSE VICENTE ABAD OLAYA",826
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,The Crucial Role of Educational Stakeholders in the Appropriation of Foreign Language Education Policies: A Case Study,Colombia,Profile: Issues in Teachers' Professional Development ,1657-0790,2017,19,02 ,121 - 134,10.15446/profile.v19n2.57215,"OSCAR ALBERTO PELAEZ HENAO, JAIME ALONSO USMA WILCHES",828
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Pertinencia de las Políticas de Enseñanza del Inglés en una Zona Rural de Colombia: Un estudio de Caso en Antioquia,Colombia,Ikala ,0123-3432,2017,22,01 ,121 - 139,10.17533/udea.ikala.v22n01a08,OSCAR ALBERTO PELAEZ HENAO,832
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Repensar el acoso escolar desde el desarrollo humano: una oportunidad para los profesionales de la Educación,Venezuela,Espacios ,0798-1015,2017,38,45 ,13 - 19,N/A,"ADRIANA MARIA GALLEGO HENAO, JOSE FEDERICO AGUDELO TORRES",833
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Gestión del conocimiento en el área de arquitectura: aprendizajes y saberes en Medellín,Venezuela,Revista Venezolana de Gerencia ,1315-9984,2016,21,N/A ,627 - 641,N/A,"GLORIA MARIA ISAZA ZAPATA, JUAN SANTIAGO CALLE PIEDRAHITA",834
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Actitud lúdica y lenguajes expresivos en la educación de la primera infancia.,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2016,48,1 ,155 - 170,,"BAIRON JARAMILLO VALENCIA, SONIA RUTH QUINTERO ARRUBLA, LIBIA ELENA RAMIREZ ROBLEDO",837
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"Ortopedia del alma. Degeneracionismo e higiene mental en la Casa de Corrección de Menores y Escuela de Trabajo San José, Colombia 1914-1947",Brasil,Revista Latinoamericana de Psicopatologia Fundamental ,1415-4714,2016,19,1 ,150 - 166,http://dx.doi.org/10.1590/1415-4714.2016v19n1p150.11,"JAIRO GUTIERREZ AVENDANO, LINA MARCELA SILVA RAMIREZ",838
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,La formación integral de las maestras para la primera infancia: un reto inaplazable.,Colombia,Zona Próxima ,1657-2416,2016,1,N/A ,22 - 33,10.14482/zp.25.9788,"BAIRON JARAMILLO VALENCIA, ADRIANA MARIA GALLEGO HENAO, LIBIA ELENA RAMIREZ ROBLEDO, SONIA RUTH QUINTERO ARRUBLA",840
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Strategies Instruction to Improve the Preparation for English Oral Exams,Colombia,Profile: Issues in Teachers' Professional Development ,1657-0790,2016,18,NA ,129 - 147,http://dx.doi.org/10.15446/profile.v18n1.49592,"JOSE VICENTE ABAD OLAYA, PAULA ANDREA ALZATE",841
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Avances cuantitativos de investigación en educación inicial y su relación con la didáctica,Colombia,Infancias Imágenes ,1657-9089,2016,15,1 ,119 - 128,,"BAIRON JARAMILLO VALENCIA, SONIA RUTH QUINTERO ARRUBLA, LIBIA ELENA RAMIREZ ROBLEDO",843
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,La participación infantil y juvenil en el aula. Una reflexión desde las narrativas docentes de una institución pública,Colombia,Katharsis ,0124-7816,2016,21,N/A ,311 - 329,N/A,"ADRIANA MARIA GALLEGO HENAO, JULIANA PAOLA QUINTERO RENDON",844
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Pruebas de ascenso y reubicación salarial en maestros. Un problema de dignificación de la labor docente,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2015,46,N/A ,60 - 70,N/A,"ADRIANA MARIA GALLEGO HENAO, OLGA CECILIA VASQUEZ JARAMILLO",846
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Formación en el Trabajo con Familias para la Educación en la Primera Infancia,Colombia,Zona Próxima ,1657-2416,2015,22,1 ,105 - 115,10.14482/zp.22.5832,"BAIRON JARAMILLO VALENCIA, SONIA RUTH QUINTERO ARRUBLA, LIBIA ELENA RAMIREZ ROBLEDO",848
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Fomento de la creatividad en los estudiantes del diseño industrial en una universidad privada de la ciudad de Medellín,Colombia,Psicoespacios ,2145-2776,2015,9,14 ,43 - 67,,"OLENA KLIMENKO KLIMENKO, DANIEL VALENCIA ALBARAN",851
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Una mirada hacia la consolidación de la educación preescolar y el saber pedagógico de los agentes educativos.,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2015,44,1 ,267 - 279,,"SONIA RUTH QUINTERO ARRUBLA, ADRIANA MARIA GALLEGO HENAO, BAIRON JARAMILLO VALENCIA",853
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Lenguaje y socialización en la primera infancia: propuesta didáctica para leer y escribir,Colombia,Katharsis ,0124-7816,2015,17,NA ,95 - 113,N/A,"ADRIANA MARIA GALLEGO HENAO, SORANY ALEXANDRA OSPINA OSPINA",855
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Participación infantil... Historia de una relación de invisibilidad,Colombia,"Revista Latinoamericana De Ciencias Sociales, Niñez Y Juventud ",1692-715X,2015,13,N/A ,151 - 165,10.11600/1692715x.1318060514,ADRIANA MARIA GALLEGO HENAO,856
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Concepciones adultas sobre participación infantil en relación con la toma de decisiones de los niños,Colombia,Zona Próxima ,2145-9444,2015,22,N/A ,87 - 104,N/A,"ADRIANA MARIA GALLEGO HENAO, DAMARIZ GUTIERREZ",857
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Relación entre la percepción de los estudiantes sobre sus docentes y su respectiva actitud frente a la asignatura en una institución de educación superior colombiana,Colombia,Psicoespacios ,2145-2776,2014,8,13 ,3 - 31,,"OLENA KLIMENKO KLIMENKO, ANNY LUZ BARBOZA YEPEZ, HENRY NELSON ZUNIGA BENITEZ, SANDRA MILENA   DIAZ  MOSQUERA",858
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Evaluación de una experiencia de formación b-learning en el aprendizaje de Tecnologías de la Información y la Comunicación,Colombia,Lámpsakos ,2145-4086,2014,11,n/a ,59 - 65,,"JUAN CARLOS MONSALVE GOMEZ, LINA MARIA MONTOYA SUAREZ, JAIME ALONSO BOTERO BOTERO",859
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"Formación académica, valores, empatía y comportamientos socialmente responsables en estudiantes universitarios",México,Revista de la Educacion Superior ,0185-2760,2014,XLIII,N/A ,89 - 105,,"SANDRA JULIET CLAVIJO ZAPATA, OLBER EDUARDO ARANGO TOBON, JOSE WILMAR SANCHEZ DUQUE, ISABEL CRISTINA PUERTA LOPERA",860
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Desarrollo profesional de los educadores iniciales: una mirada hacia la articulación de su saber y hacer,Colombia,Revista Colombiana De Ciencias Sociales ,2216-1201,2014,5,2 ,276 - 285,N/A,"SORANY ALEXANDRA OSPINA OSPINA, ADRIANA MARIA GALLEGO HENAO",862
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Intervencion psicopedagogica en aulas hospitalarias: hacia una pedagogia incluyente en contextos adversos,Colombia,Infancias Imágenes ,1657-9089,2014,13,N/A ,56 - 63,10.14483/2014.2.a05,"GLORIA MARIA LOPEZ ARBOLEDA, ALEXANDER RODRIGUEZ BUSTAMANTE, SANDRA JULIET CLAVIJO ZAPATA",863
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,La dinámica interna de las familias de las niñas y los niños beneficiarios de Hogares Sustitutos: el caso de la Corporación PAN de la ciudad de Medellín,Colombia,Entramado ,1900-3803,2014,10,1 ,224 - 237,10.18041/entramado.2014v10n2.20215,JOSE WILMAR PINO MONTOYA,864
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Fomento del componente cognitivo de la capacidad creativa mediante la metodología de formulación de preguntas investigativas.,Colombia,Psicoespacios ,2145-2776,2014,8,12 ,378 - 401,,"OLENA KLIMENKO KLIMENKO, WILSON ARMANDO MONTANO PARDO, PAOLA GIRALDO ARANGO, ANA DEREIX RESTREPO",866
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"Fomento del aprendizaje profundo desde las prácticas de enseñanza en algunas facultades de una institución de educación superior en Medellín, Colombia.",Colombia,Psicoespacios ,2145-2776,2014,8,12 ,127 - 154,,"OLENA KLIMENKO KLIMENKO, HERNANDO ALBERTO GARCIA JIMENEZ",867
"EDUCACIÓN, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"La pluralidad: Rasgo de la subjetividad política y condición para construir el sentido del ""entre-nos""",Colombia,Pedagogía Y Saberes ,0121-2494,2014,40,N/A ,107 - 117,10.17227/01212494,ANGELA MARIA URREGO TOVAR,868
