grupo,categoria,Tipo_Curso,Nombre_curso,Pais,Ano,Idioma,Medio_divulgacion,sitio_web,Participacion,Duracion_semanas,Finalidad,lugar,Institucion_Financiadora,Autores
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,Ética Profesional,Colombia,2013,Español,Otro, ,Docente,5,Seminario pregrado en psicología,Universidad de Antioquia,, NICOLASA MARIA DURAN PALACIO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,Seminario Perspectiva Psicológica de lo Psicosocial,Colombia,2013,Español,Papel, ,Docente,2,Seminario Complementario Maestría en Intervenciones Psicosociales,Fundación Universitaria Luis amigó,, NICOLASA MARIA DURAN PALACIO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Curso de Corta Duración Dictados, Otro ,Seminario teórico Historia de la Psicología,Colombia,2013,Español,Otro, ,Docente,6,Seminaio complementario Maestría en Psicología,Universidad de San Buenaventura,, NICOLASA MARIA DURAN PALACIO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Curso de Corta Duración Dictados, Especialización ,Epistemología de la Psicología Social,Colombia,2013,Español,Internet, www.funlam.edu.co,Docente,2,Formación de especialistas en Intervenciones psicosociales,Centro Regional Manizales de la Fundación Universitaria Luis Amigó,, JAIME ALBERTO CARMONA PARRA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,Seminario de Comunicación pensamiento y lenguaje,Colombia,2013,Español,Papel, ,Docente,1,Formación de maestrandos en Educación,,, JAIME ALBERTO CARMONA PARRA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Curso de Corta Duración Dictados, Especialización ,Estrategias y Evaluación de programas de Prevención.,Colombia,2012,Español,Varios, ,Docente,1,"Brindar a los estudiantes de la Especialización en Adicciones, herramientas para abordar los programas de prevención psicoeducativa.",Universidad Católica Luis Amigó.,UNIVERSIDAD CATOLICA LUIS AMIGO, JOHN JAIRO GARCIA PENA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Curso de Corta Duración Dictados, Especialización ,Psicología social latinoamericana,Colombia,2012,Español,Internet, www. funlam.edu.co,Docente,0,,,, JAIME ALBERTO CARMONA PARRA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,La prevención del suicidio en el escenario escolar,Puerto Rico,2012,Español,Internet, www.pucpr.edu,Docente,1,Capacitar a estudiantes y docentes en orientaciones sobre la prevención del suicidio,Sede Ponce de la Universidad Católica de Puerto Rico,Pontificia Universidad Católica de Puerto Rico, JAIME ALBERTO CARMONA PARRA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Curso de Corta Duración Dictados, Otro ,El interaccionismo Simbólico como fundamento de la teoría fundamentada,Colombia,2011,Español,Internet, www.udea.edu.co,Docente,4,Curso del Doctorado en Salud Pública de la Facultad Nacional de Salud Pública de la Universidad de Antioquia,Facultad de Salud Pública de la Universidad de Antioquia,UNIVERSIDAD DE ANTIOQUIA, JAIME ALBERTO CARMONA PARRA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,El suicidio en la pubertad y la adolescencia,Argentina,2010,Español,Internet, www.suicidologia.org.ar,Docente,1,Capacitar a voluntarios que trabajan en programas de prevención del suicidio,Buenos Aires,Asociación Argentina de Prevención del Suicidio, JAIME ALBERTO CARMONA PARRA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,El suicidio en el escenario universitario a la luz de la psicología social,Argentina,2010,Español,Internet, www.uca.edu.ar,Docente,0,,,, JAIME ALBERTO CARMONA PARRA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,Experiencias significativas de intervención psicosocial en Medellín,Argentina,2010,Español,Internet, www.uca.edu.ar,Docente,1,Curso Electivo de Doctorado en la Facultad de Psicología,Facultad de Psicología y Educación de la Universidad Católica Argentina,, JAIME ALBERTO CARMONA PARRA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Curso de Corta Duración Dictados, Especialización ,Experiencias de contexto de Intervenciones Psicosociales.,Colombia,2010,Español,Varios, ,Docente,3,"Ofrecer elementos metodológicos de contexto a estudiantes de la Especialización en Intervenciones psicosociales, cohorte 2.",Universidad Católica Luis Amigó.,UNIVERSIDAD CATOLICA LUIS AMIGO, JOHN JAIRO GARCIA PENA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,Introducción a la psicología social,Colombia,2010,Español,Internet, www.fucla.edu.co,Docente,1,curso de la Especialización en Psicología Social,Sede de la Fundación Universitaria Claretiana en Quibdó,FUNDACION UNIVERSITARIA CLARETIANA, JAIME ALBERTO CARMONA PARRA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,Niñez y conflicto armado,Colombia,2007,Español,Internet, ,Docente,1,,,Personería De Medellín, JOHN FELIPE TOBON HOYOS
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Curso de Corta Duración Dictados, Otro ,Prospectiva familiar,Colombia,2020,Español,Papel, ,Docente,8,"Promover acciones orientadas al cambio y el bienestar de las familias, acorde con su dinámica evolutiva de desarrollo y crecimiento.",Universidad Católica Luis Amigó,, OVIDIO HERRERA RIVERA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Curso de Corta Duración Dictados, Extensión extracurricular ,Trabajo de Grado II,Colombia,2019,Español,Papel, ,Docente,16,Analizar e interpretar los resultados del trabajo de campo realizado en el contexto de un trabajo de grado con base en las etapas de un proyecto investigación articulado a los principios y conceptos fundamentales de la profesión del Desarrollo Familiar.,Universidad Católica Luis Amigó,, OVIDIO HERRERA RIVERA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Curso de Corta Duración Dictados, Extensión extracurricular ,Trabajo de grado I,Colombia,2018,Español,Papel, ,Docente,16,"Construir una propuesta de investigación en la que articula el planteamiento del problema, el referente teórico y el diseño metodológico con algunos principios y conceptos fundamentales del Desarrollo Familiar.",Universidad Católica Luis Amigó,, OVIDIO HERRERA RIVERA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Curso de Corta Duración Dictados, Perfeccionamiento ,Primer pasantía nacional en terapia e intervención familiar. Universidad de Caldas-Universidad Católica Luis Amigó 2018.,Colombia,2018,Español,Internet,//www.funlam.edu.co/modules/news/article.php?storyid=5686,Organizador,1,La pasantía pretendió poner en campo los aprendizajes asumidos en el proceso formativo de la Especialización. De igual manera el diálogo interdisciplinario con compañeros de nivel de Maestría de otra Institución como la UNICALDAS.,Universidad de Caldas,UNIVERSIDAD CATOLICA LUIS AMIGO, ALEXANDER RODRIGUEZ BUSTAMANTE
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Curso de Corta Duración Dictados, Especialización ,Intervención con familias,Colombia,2016,Español,Papel, ,Docente,5,,,, OVIDIO HERRERA RIVERA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Curso de Corta Duración Dictados, Extensión extracurricular ,Fundamentos conceptuales y epistemológicos del desarrollo familiar,Colombia,2016,Español,Papel, ,Docente,0,,,, OVIDIO HERRERA RIVERA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Curso de Corta Duración Dictados, Perfeccionamiento ,GRUPO DE PALO ALTO MRI-FUNLAM,Colombia,2015,Español,Otro,//www.funlam.edu.co/modules/news/article.php?storyid=4569,Organizador,1,"La Terapia Familiar como opción de intervención y proceso de formación académica nació en el Instituto de Investigaciones Mentales de Palo Alto (California, USA) más conocido como el MRI o Grupo de Palo Alto. Su finalidad fue estudiar la influencia de la comunicación interpersonal en los procesos de","Fundación Universitaria ""Luis Amigo""",UNIVERSIDAD CATOLICA LUIS AMIGO, ALEXANDER RODRIGUEZ BUSTAMANTE
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Curso de Corta Duración Dictados, Otro ,Familia y política social,Colombia,2014,Español,Papel, ,Docente,8,,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, OVIDIO HERRERA RIVERA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Curso de Corta Duración Dictados, Otro ,"Universidad Vital, contexto de movilidad humana",Colombia,2014,Español,Papel, ,Docente,0,,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, OVIDIO HERRERA RIVERA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Curso de Corta Duración Dictados, Otro ,Socioantropología de la familia,Colombia,2014,Español,Papel, ,Docente,12,,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, OVIDIO HERRERA RIVERA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Curso de Corta Duración Dictados, Extensión extracurricular ,Técnicas Interactivas,Colombia,2013,Español,Otro, ,Docente,14,Comprender y dinamizar las diferentes técnicas interactivas que pueden servir de apoyo al estudiante en formación para su ejercicio de práctica.  Técnicas que igualmente son útiles en el contexto educativo y profesional en el abordaje socio - familiar.,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, OVIDIO HERRERA RIVERA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Curso de Corta Duración Dictados, Otro ,PROSPECTIVA FAMILIAR,Colombia,2013,Español,Otro, ,Docente,8,"Generar una proxomidad crítica de la familia contemporánea en asuntos complejos como las nuevas tipologías familiares, la violencia social, familiar, las migraciones, la ninez y  adolescencia, la perspectiva de género, entre otros temas de gran relevacnia y afectación al sistema familiar.",Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, OVIDIO HERRERA RIVERA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Curso de Corta Duración Dictados, Otro ,"Paradigmas, modelos y enfoques de investigación familiar",Colombia,2013,Español,Otro, ,Docente,8,"Explicar la concepción de las diferentes escuelas del pensamiento y su incidencia en la investigación social, entre ellas la investigación cualitativa - cuantitatica, teoría crítica, entre otras, en alta referencia a  la familia.",Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, OVIDIO HERRERA RIVERA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Curso de Corta Duración Dictados, Extensión extracurricular ,Teorias del aprendizaje,Colombia,2013,Español,Otro, ,Docente,23,Explicar y definir los diferentes postulados o génersis de las teorías del aprendizaje.,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, OVIDIO HERRERA RIVERA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Curso de Corta Duración Dictados, Extensión extracurricular ,Teorías del Desarrollo Individual,Colombia,2013,Español,Otro, ,Docente,10,"Definir las diferentes ciclos y etapas del desarrollo evolutivo ( individual y familiar), caracterización de las etapas, crisis, tensiones, entre otros.",Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, OVIDIO HERRERA RIVERA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Curso de Corta Duración Dictados, Otro ,Prospectiva Familiar,Colombia,2013,Español,Papel, ,Docente,8,,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, OVIDIO HERRERA RIVERA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Curso de Corta Duración Dictados, Otro ,Modelos de Intervención,Colombia,2013,Español,Papel, ,Docente,14,,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, OVIDIO HERRERA RIVERA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Curso de Corta Duración Dictados, Otro ,Enfoques de intervención,Colombia,2013,Español,Papel, ,Docente,14,,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, OVIDIO HERRERA RIVERA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Curso de Corta Duración Dictados, Otro ,Enfoques de intervención,Colombia,2012,Español,Papel, ,Docente,14,,Medellín,, OVIDIO HERRERA RIVERA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Curso de Corta Duración Dictados, Extensión extracurricular ,Desarrollo sostenible y convivencia ciudadana,Colombia,2012,Español,Papel, ,Docente,10,,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, OVIDIO HERRERA RIVERA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Curso de Corta Duración Dictados, Otro ,Familia y resiliencia,Colombia,2012,Español,Papel, ,Docente,10,,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, OVIDIO HERRERA RIVERA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Curso de Corta Duración Dictados, Otro ,Seminario de violencia intrafamiliar,Colombia,2011,Español,Papel, ,Docente,8,,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, OVIDIO HERRERA RIVERA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Curso de Corta Duración Dictados, Extensión extracurricular ,Familia y resiliencia,Colombia,2011,Español,Papel, ,Docente,10,,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, OVIDIO HERRERA RIVERA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Curso de Corta Duración Dictados, Extensión extracurricular ,Taller Escritura a Varias Manos,Colombia,2020,Español,Internet,//www.funlam.edu.co/modules/extcal/event.php?event=1582&cat=3,Docente,1,Dar a conocer la escritura a varios manos como herramienta que facilita la construcción de documentos escritos en forma colectiva,Universidad Católica Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DIANA MARCELA GARCIA MUNOZ
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Curso de Corta Duración Dictados, Extensión extracurricular ,Técnicas y Metodologías para la Mediación y Prácticas Restaurativas en la Escuela¿,Colombia,2020,Español,Otro, ,Docente,5,"Este curso tiene como objetivo formar Mediadores para el ámbito educativo, desde conocimientos y técnicas interdisciplinares que le permitan transformar los conflictos que se presentan entre los actores de la comunidad educativa y aporten en pro de la convivencia pacífica. De esta forma, el curso es",Universidad Católica Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DIANA MARCELA GARCIA MUNOZ
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Curso de Corta Duración Dictados, Extensión extracurricular ,análisis de datos y reflexión pedagógica,Colombia,2019,Español,Varios, N/A,Docente,20,Reconocer las principales estrategias metodológicas para el análisis de datos en la investigación educativa,Universidad de Antioquia,Gobernación De Antioquia - Secretaria De Educación, JOSE FEDERICO AGUDELO TORRES
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Curso de Corta Duración Dictados, Especialización ,Seminario Caracterización y Diagnóstico psicosocial,Colombia,2019,Español,Varios,//www.ucp.edu.co/posgrado/psicologia-social-comunitaria-accion-psicosocial/,Docente,1,Formación,Pereira,UNIVERSIDAD CATOLICA DE PEREIRA, DIANA MARCELA GARCIA MUNOZ
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Curso de Corta Duración Dictados, Extensión extracurricular ,profesionalidad pedagógica,Colombia,2018,Español,Varios, N/A,Docente,20,Reconocer las principales características de la investigación educativa y la profesionalidad docente,Universidad de Antioquia,Gobernación De Antioquia - Secretaria De Educación, JOSE FEDERICO AGUDELO TORRES
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Curso de Corta Duración Dictados, Especialización ,Problematización y Líneas de Investigación,Colombia,2017,Español,Papel, ,Docente,2,Capacitar a los estudiantes de especialización para que sustenten su trabajo de grado en problemas de investigación articulados a la docencia investigativa universitaria,Universidad Católica Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, JOSE VICENTE ABAD OLAYA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Curso de Corta Duración Dictados, Extensión extracurricular ,Crianza Respetuosa - Rompiendo paradigmas sobre el acompañamiento a la infancia,Colombia,2016,Español,Papel, N/A,Docente,3,"Promover la crianza respetuosa en el desarrollo de los niños y niñas desde el acompañamiento empático, identificando y protegiendo sus características personales (habilidades, preferencias, ritmos), sin que ello implique la ausencia de normas y límites en los entornos de socialización del ser humano",Funlam,UNIVERSIDAD CATOLICA LUIS AMIGO, MONICA MARIA ALVAREZ GALLEGO
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Curso de Corta Duración Dictados, Extensión extracurricular ,procesos de enseñanza y aprendizaje en espacios de formación no convencionales.,Colombia,2016,Español,Papel, N/A,Docente,2,"Aportar elementos conceptuales, metodológicos, didácticos y tecnológicos; desde perspectivas pedagógicas y didácticas que permitan desarrollar en los asistentes habilidades, competencias y estrategias como facilitadores de proyectos y como multiplicadores de conocimiento al interior de la organizaci",Funlam,UNIVERSIDAD CATOLICA LUIS AMIGO, MONICA MARIA ALVAREZ GALLEGO
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Curso de Corta Duración Dictados, Extensión extracurricular ,procesos de enseñanza y aprendizaje en espacios de formación no convencionales,Colombia,2016,Español,Otro, N/A,Docente,2,"la intención del presente curso (16 horas) es presentar una panorámica sobre el problema en cuestión que, además de brindar los elementos teóricos básicos sobre el proceso enseñanza-aprendizaje, aporte herramientas de orden práctico, que les permita a los participantes poner luego en práctica.",Universidad Católica Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, MONICA MARIA ALVAREZ GALLEGO
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Curso de Corta Duración Dictados, Extensión extracurricular ,Didáctica de trabajo con niños y familias,Colombia,2015,Español,Papel, ,Docente,4,Formar evaluadores de los premios a la calidad de la educación (Antioquia la más educada),Universidad Pontificia Bolivariana y Universidad de Antioquia,, SONIA RUTH QUINTERO ARRUBLA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Curso de Corta Duración Dictados, Extensión extracurricular ,Theory and Practice for Latin American Speakers,Colombia,2014,Español,Varios, ,Docente,10,Capacitar a docentes de inglés en ejercicio respecto a los sonidos del inglés,Universidad EAFIT,UNIVERSIDAD EAFIT, JOSE VICENTE ABAD OLAYA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Curso de Corta Duración Dictados, Extensión extracurricular ,Recursos didácticos,Colombia,2014,Español,Otro, ,Docente,8,Capacitación docente,Escuela del Maestro,FUNDACIÓN CENTRO INTERNACIONAL DE EDUCACIÓN Y DESARROLLO HUMANO-CINDE, MICHELLE BETANCUR ZULUAGA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Curso de Corta Duración Dictados, Perfeccionamiento ,"Semillero Emoción, Cerebro y Aprendizaje",Colombia,2014,Español,Otro, www.funlam.edu.co,Docente,16,"Acercamiento a los procesos investigativos y de profundización de la línea de Emoción, Cerebro, Aprendizaje y Pedagogía.",Facultad de Educación,UNIVERSIDAD CATOLICA LUIS AMIGO, PAULA ANDREA CUERVO OCAMPO
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Curso de Corta Duración Dictados, Otro ,Programas y proyectos psicopedagógicos,Colombia,2014,Español,Otro, ,Docente,24,Seminario de Maestría en Psicopedagogía,Universidad Pontificia Bolivariana,Clínica Universitaria Bolivariana - Universidad Pontificia Bolivariana, MARY LUZ MARIN POSADA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Curso de Corta Duración Dictados, Extensión extracurricular ,Perspectiva Pedagógica de lo Psicosocial,Colombia,2014,Español,Otro, ,Docente,2,Seminario de la Maestría en Intervenciones Psicosociales,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, GLORIA MARIA LOPEZ ARBOLEDA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Curso de Corta Duración Dictados, Extensión extracurricular ,INCLUSION EN LA PRIMERA INFANCIA,Colombia,2013,Español,Varios,//www.usbmed.edu.co/,Docente,6,Orientar dos módulos relacionados con el Diplomado,Bello y Envigado,Fundacion Saldarriaga Concha, ADRIANA MARIA GALLEGO HENAO
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Curso de Corta Duración Dictados, Extensión extracurricular ,Perspectiva Pedagógica de lo Psicosocial,Colombia,2013,Español,Otro, ,Docente,0,Seminario de la Maestría en Intervenciones Psicosociales,Fundación Universitaria Luis Amigó,, GLORIA MARIA LOPEZ ARBOLEDA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Curso de Corta Duración Dictados, Extensión extracurricular ,DIPLOMADO EN PREVENCION DEL ACOSO ESCOLAR Y MANEJO DE BULLYING AL INTERIOR DE LAS INSTITUCIONES EDUCATIVAS,Colombia,2013,Español,Varios, www.iue.edu.co,Docente,3,Educación,Copacabana,INSTITUCIÓN UNIVERSITARIA DE ENVIGADO, ADRIANA MARIA GALLEGO HENAO
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Curso de Corta Duración Dictados, Extensión extracurricular ,IDENTIDAD AMIGONIANA,Colombia,2013,Español,Otro, funlamdiageomedellin@funlam.edu.co,Docente,4,Incentivar la formación personal y profesional en el marco de los principios del humanismo cristinao,FUNLAM MEDELLÍN,UNIVERSIDAD CATOLICA LUIS AMIGO, SONIA RUTH QUINTERO ARRUBLA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Curso de Corta Duración Dictados, Otro ,PROYECTO DE VIDA,Colombia,2013,Español,Otro, funlamdiageomedellin@funlam.edu.co,Docente,4,"Costruir, revisar o reajustar el proyecto de vida personal y profesional en el marco de la formación para el trabajo.",Funlam Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, SONIA RUTH QUINTERO ARRUBLA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Curso de Corta Duración Dictados, Extensión extracurricular ,ETICA Y DESARROLLO HUMANO,Colombia,2013,Español,Otro, funlamdiageomedellin@funlam.edu.co,Docente,4,Afianzar el desarrollo personal y profesional de los estudiantes en su preparación para el trabajo,Funlam Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, SONIA RUTH QUINTERO ARRUBLA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Curso de Corta Duración Dictados, Extensión extracurricular ,Dimensiones del Desarrollo Infantil,Colombia,2011,Español,Internet, ,Docente,2,"Orientar la tematica ""Dimensiones del desarrollo Infantil""",Universidad Católica Luis Amigó,Centro de servicios a la Comunidad-funlam, ADRIANA MARIA GALLEGO HENAO
NEUROCIENCIAS BASICAS Y APLICADAS,Curso de Corta Duración Dictados, Otro ,Síndromes Neuropsicológicos,Colombia,2017,Español,Papel, www.usbmed.edu.co,Docente,0,Formación de Magister en Neuropsicología clínica,Universidad de San Buenaventura,UNIVERSIDAD DE SAN BUENAVENTURA - SEDE MEDELLÍN, CLAUDIA MARCELA ARANA MEDINA
NEUROCIENCIAS BASICAS Y APLICADAS,Curso de Corta Duración Dictados, Especialización ,Etiologia y psicologia criminal,Colombia,2017,Español,Varios, ,Docente,4,Curso Dictado en el marco de la especialización en derecho penal y criminologia,Universidad Católica Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, JUAN DIEGO BETANCUR ARIAS
NEUROCIENCIAS BASICAS Y APLICADAS,Curso de Corta Duración Dictados, Otro ,Neuropsicologia,Colombia,2017,Español,Otro, ,Docente,4,,,, JUAN DIEGO BETANCUR ARIAS
NEUROCIENCIAS BASICAS Y APLICADAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Psicologia cognitiva,Colombia,2017,Español,Otro, ,Docente,4,,,, JUAN DIEGO BETANCUR ARIAS
NEUROCIENCIAS BASICAS Y APLICADAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Neuropsicologia,Colombia,2016,Español,Papel, ,Docente,0,,Tecnológico de Antioquia Institución Universitaria,, JUAN DIEGO BETANCUR ARIAS
NEUROCIENCIAS BASICAS Y APLICADAS,Curso de Corta Duración Dictados, Otro ,Psicología Cognitiva,Colombia,2016,Español,Otro, ,Docente,4,,,, JUAN DIEGO BETANCUR ARIAS
NEUROCIENCIAS BASICAS Y APLICADAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Neuropsicologia,Colombia,2016,Español,Papel, ,Docente,0,,,, JUAN DIEGO BETANCUR ARIAS
NEUROCIENCIAS BASICAS Y APLICADAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Construcción Teórica en Procesos de Investigación,Colombia,2016,Español,Papel, ,Docente,0,,Fundación Universitaria Luis Amigo,, JUAN DIEGO BETANCUR ARIAS
NEUROCIENCIAS BASICAS Y APLICADAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Generalidades del Proceso de Investigación y Construcción de Objetos de Estudio,Colombia,2016,Español,Papel, ,Docente,0,,Fundación Universitaria Luis Amigo,, JUAN DIEGO BETANCUR ARIAS
NEUROCIENCIAS BASICAS Y APLICADAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Cerebro y aprendizaje,Colombia,2015,Español,Otro, www.funlam.edu.co,Docente,1,Contribuir a la comprensión de la neurodiversidad desde el campo aplicado de la Neuropsicopedagogía,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, PAULA ANDREA MONTOYA ZULUAGA
NEUROCIENCIAS BASICAS Y APLICADAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Pruebas psicológicas más utilizadas en el medio laboral,Colombia,2015,Español,Otro, ,Docente,0,"Capacitar a estudiantes y egresados de psicología de la Funlam, en temas actuales y necesarios para su ejercicio profesional",Laboratorio de Psicología de La Funlam,UNIVERSIDAD CATOLICA LUIS AMIGO, CLAUDIA MARCELA ARANA MEDINA
NEUROCIENCIAS BASICAS Y APLICADAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Seminario de metodologías de investigación cuantitativa,Colombia,2015,Español,Papel, ,Docente,0,,,, JUAN DIEGO BETANCUR ARIAS
NEUROCIENCIAS BASICAS Y APLICADAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Curso Habilidades para la vida,Colombia,2015,Español,Papel, ,Docente,0,,,, JUAN DIEGO BETANCUR ARIAS
NEUROCIENCIAS BASICAS Y APLICADAS,Curso de Corta Duración Dictados, Otro ,Seminario en paradigmas de investigación cuantitativa,Colombia,2015,Español,Papel, ,Docente,0,,,TECNOLOGICO DE ANTIOQUIA INSTITUCION UNIVERSITARIA, JUAN DIEGO BETANCUR ARIAS
NEUROCIENCIAS BASICAS Y APLICADAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Generalidades del Proceso de Investigación y Construcción de Objetos de Estudio,Colombia,2015,Español,Papel, ,Docente,0,,Fundación Universitaria Luis Amigo,, JUAN DIEGO BETANCUR ARIAS
NEUROCIENCIAS BASICAS Y APLICADAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Construcción Teórica en Procesos de Investigación,Colombia,2015,Español,Papel, ,Docente,0,,,, JUAN DIEGO BETANCUR ARIAS
NEUROCIENCIAS BASICAS Y APLICADAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Cursos comunes de investigación,Colombia,2015,Español,Papel, ,Docente,0,,,, JUAN DIEGO BETANCUR ARIAS
NEUROCIENCIAS BASICAS Y APLICADAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Neuropsicología y aprendizaje,Colombia,2013,Español,Otro, ,Docente,0,"Capacitar a profesionales en neuropsicología del aprendizaje en el marco de la diplomatura ""Docencia Universitaria""",Universidad de ciencia y tecnología,, PAULA ANDREA MONTOYA ZULUAGA
NEUROCIENCIAS BASICAS Y APLICADAS,Curso de Corta Duración Dictados, Otro ,Curso Optativo de Evaluación Neuropsicológica interventiva.,Colombia,2013,Español,Otro, ,Docente,5,Brindar Herramientas de evaluación neuropsicológica cualitativa a los estudiantes de 4 semestre de la maestría en neuropsicología.,Universidad de San Buenaventura,, MONICA GOMEZ BOTERO
