grupo,categoria,tipo_producto,titulo,Pais,ano,sitio_web,medio_divulgacion,institucion,autores
GORAS,Participación en comités de evaluación,Profesor titular,RECURSOS DE REGALÍAS Y SU IMPACTO EN LA CALIDAD DE VIDA DE LOS HABITANTES DE LOS MUNICIPIOS DE SAN ANTERO Y SAHAGÚN EN EL DEPARTAMENTO DE CÓRDOBA,Colombia,2009,www.funlam.edu.co,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,CARLOS ANDRES ARISTIZABAL BOTERO
GORAS,Participación en comités de evaluación,Otra,"Impacto de un programa educativo en enfermería en la mejoría de los comportamientos de autocuidado en pacientes con falla cardíaca en una institución hospitalaria de Medellín, 2010",Colombia,2009,,Papel,UNIVERSIDAD DE ANTIOQUIA,CARLOS ANDRES ARISTIZABAL BOTERO
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,XVI Encuentro Regional de la Red de Grupos y Centros de Investigación Jurídica y Sociojurídica - Red Sociojurídica,Colombia,2022,,Otro,UNIVERSIDAD CATOLICA LUIS AMIGO,ELVIGIA CARDONA ZULETA
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,XX Jornadas de Investigación e Innovación,Colombia,2021,https://inclucess.ces.edu.co/investigacion/actividades-eventos/jornadas/dashboard-evaluacion-proyecto,Internet,UNIVERSIDAD CES,ELVIGIA CARDONA ZULETA
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,XV ENCUENTRO NODO ANTIOQUIA de la Red de Grupos y Centros de Investigación Jurídica y Socio Jurídica RED SOCIOJURÍDICA,Colombia,2021,https://www.uniremington.edu.co/,Internet,Universidad Remington,ELVIGIA CARDONA ZULETA
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,XIV ENCUENTRO NODO ANTIOQUIA de la Red de Grupos y Centros de Investigación Jurídica y Socio Jurídica RED SOCIOJURÍDICA,Colombia,2020,https://udemedellin.edu.co,Internet,UNIVERSIDAD DE MEDELLIN,ELVIGIA CARDONA ZULETA
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,Sexto Concurso Internacional de Derechos Humanos,Colombia,2019,https://www.icdhcolombia.org/Concurso/,Varios,UNIVERSIDAD AUTÓNOMA LATINOAMERICANA -UNAULA-,LAURA VICTORIA CARDENAS ROJAS
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,Segunda versión del Concurso Reconocimiento a la incorporación del derecho a la igualdad y la no discriminación en las sentencias judiciales,Colombia,2019,/comision-nacional-de-genero/-/finalizacion-del-concurso-%E2%80%9Creconocimiento-a-la-incorporacion-del-derecho-a-la-igualdad-y-la-no-discriminacion-en-las-sentencias-judiciales%E2%80%9D,Papel,DIRECCION EJECUTIVA SECCIONAL DE ADMINISTRACION JUDICIAL BOGOTA CUNDINAMARCA,ELVIGIA CARDONA ZULETA
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,"Autoevaluación del Pregrado de Derecho, Universidad Católica Luis Amigó",Colombia,2019,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,ELVIGIA CARDONA ZULETA
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,VIII Encuentro Nodo Eje Cafetero de Investigación Jurídica y Sociojurídica,Colombia,2016,,Otro,UNIVERSIDAD DE CALDAS,JESUS DAVID LONDONO BEDOYA
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,Revista Summa Iuris. Volumen 4. Número 1. (2016).,Colombia,2016,http://www.funlam.edu.co/revistas/index.php/summaiuris/index,Internet,,JESUS DAVID LONDONO BEDOYA
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,Evaluador de Artículo Jurídico Revista Ambiente Jurídico: La Transición hacia la independencia de la Querella Inofficiosae Dotis,Colombia,2014,,Papel,Centro De Investigaciones Universidad De Manizales,PAULO BERNARDO ARBOLEDA RAMIREZ
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Evaluación de cursos,"VI ENCUENTRO NODAL DE INVESTIGACIÓN JURÍDICA Y SOCIO-JURÍDICA 2014 ¿Normativismo jurídico, activismo judicial y pluralismo jurídico: desafíos contemporáneos de la investigación jurídica y socio-jurídica¿. Nombre de la Ponencia: ¿Relación existente entre la teoría de Maurice Duverger, la legislación",Colombia,2014,,Papel,UNIVERSIDAD COOPERATIVA DE COLOMBIA,PAULO BERNARDO ARBOLEDA RAMIREZ
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Evaluación de cursos,"VI ENCUENTRO NODAL DE INVESTIGACIÓN JURÍDICA Y SOCIO-JURÍDICA 2014 ¿Normativismo jurídico, activismo judicial y pluralismo jurídico: desafíos contemporáneos de la investigación jurídica y socio-jurídica¿. ¿Retos e implicaciones desde el derecho privado y urbanístico colombiano en el contexto del der",Colombia,2014,,Papel,,PAULO BERNARDO ARBOLEDA RAMIREZ
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,"PAR EVALUADOR:VI ENCUENTRO NODAL DE INVESTIGACIÓN JURÍDICA Y SOCIO- JURÍDICA ¿Normativismo jurídico, activismo judicial y pluralismo jurídico: desafíos contemporáneos. Ponencia Evaluada:Presupuesto Participativo en Cartago y Manizales 2014:límite yoportunidad de la democracia",Colombia,2014,,Otro,FUNDACION UNIVERSITARIA DEL AREA ANDINA,MILTON CESAR JIMENEZ RAMIREZ
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,"PAR EVALUADOR: VI ENCUENTRO NODAL DE INVESTIGACIÓN JURÍDICA Y SOCIO- JURÍDICA ¿Normativismo jurídico, activismo judicial y pluralismo jurídico: La vulneración de los derechos fundamentales de los niños, niñas y adolescentes en la actualidad.",Colombia,2014,,Papel,FUNDACION UNIVERSITARIA DEL AREA ANDINA,MILTON CESAR JIMENEZ RAMIREZ
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Evaluación de cursos,"EVALUADOR DE ARTICULO JURIDICO REVISTA AMBIENTE JURIDICO (NUM 14): EPISTEMOLOGÍA Y DERECHO APUNTES PARA UN ESTUDIO CRÍTICO DE LA TEORÍA, LA PRÁCTICA Y LA ENSEÑANZA DEL SABER JURÍDICO",Colombia,2013,,Papel,Universidad De Manizales - Umanizales,MILTON CESAR JIMENEZ RAMIREZ
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,Evaluación de artículo publicable: LAS IMPORTACIONES PARALELAS Y LA LIBRE COMPETENCIA.,Colombia,2010,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,ANA MARIA MESA ELNESER
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,Evaluación de artículo publicable: APROXIMACIÓN JURISPRUDENCIAL A LA PREVALENCIA ENTRE EL DERECHO A UN AMBIENTE SANO Y EL DERECHO A LA VIVIENDA DIGNA EN COLOMBIA,Colombia,2010,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,Evaluación de artículo publicable: ACERCAMIENTO AL CONTENIDO Y ALCANCES DEL DERECHO AL AMBIENTE EN LA SOCIEDAD GLOBALIZADA,Colombia,2010,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,Evaluación de proyecto de investigación: Pertienencia e impacto social de la investigación jurídica: El caso del programa de Derecho de la Universidad de Antioquia 1992 - 2009,Colombia,2010,,Papel,UNIVERSIDAD DE ANTIOQUIA,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,Evaluación de ponencia: LOS INSTRUMENTOS DE RECUPERACIÓN DE LA PLUSVALÍA EN COLOMBIA Y SU IMPACTO EN EL DESARROLLO DE LAS CIUDADES.,Colombia,2010,,Papel,FUNDACIÓN UNIVERSIDAD DEL NORTE,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,Evaluación de ponencia para Red: RENOVACIÓN DE LA PRÁCTICA PEDAGÓGICA JURÍDICA CON LA INSERCIÓN DE LAS TIC: APLICACIÓN DE MODELO B-LEARNING EN LA ENSEÑANZA DEL DERECHO.,Colombia,2010,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,ANA MARIA MESA ELNESER
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,Evaluación ponencia: La ciudadanía alternativa en el contexto teórico práctico,Colombia,2010,,Internet,UNIVERSIDAD CATOLICA LUIS AMIGO,ANA MARIA MESA ELNESER
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,Evaluación de ponencia: El Lenguaje jurídico un juego de deconstrucción,Colombia,2010,,Internet,UNIVERSIDAD CATOLICA LUIS AMIGO,ANA MARIA MESA ELNESER
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,"Evaluación ponencia: Políticas públicas y gobierno público en Medellín, estrategias de consolidación del derecho público con perspectiva territorial.",Colombia,2010,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,MARIA CLARA SANCHEZ VELEZ
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,Evaluación ponencia ¿Niños y niñas como ciudadanos en ejercicio? Avances sobre un estadio interdisciplinar sobre la familia y la escuela.,Colombia,2010,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,MARIA CLARA SANCHEZ VELEZ
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,Evaluador ponencia: Aportes de la formación ciudadana a la construcción de ciudad.,Colombia,2010,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,Evaluador ponencia: El desarrollo urbanístico informal frente al control de las oficinas de planeación y el lesseferismo de las curadurías.,Colombia,2010,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,"Evaluación proyecto de investigación Reforma constitucional y división de poderes, ejecutivo poderoso y constitucion relegada",Colombia,2009,,Papel,Corporación Universitaria de Sabaneta,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,"Evaluacion de ponencia publicable Independencia Judicial, Derechos Humanos y Poder Público",Colombia,2009,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,MARIA CLARA SANCHEZ VELEZ
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,Evaluación de ponencia publicable Lo Colectivo o la Defensa de la Comunidad a la luz de la Preceptiva Constitución Colombiana.,Colombia,2009,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,MARIA CLARA SANCHEZ VELEZ
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,Dirección estratégica y conflicto político en el Aburrá sur. Análisis de tendencias y soluciones,Colombia,2009,,Papel,Corporación Universitaria de Sabaneta,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,Conflictos familiares en el municipio de Sabaneta; de los cuales se remitió la correspondiente acta de evaluación.,Colombia,2009,,Papel,Corporación Universitaria de Sabaneta,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,El Ahorro voluntario como beneficio de Pensión Anticipada de Vejez,Colombia,2009,,Papel,INSTITUCIÓN UNIVERSITARIA DE ENVIGADO,"CAROLINA RAMIREZ GIL, JORGE EDUARDO VASQUEZ SANTAMARIA"
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,Analisis de las circustancias legales en las que opera el reintegro laboral,Colombia,2009,,Papel,INSTITUCIÓN UNIVERSITARIA DE ENVIGADO,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,Evaluación artículo para revista RESPONSABILIDAD CIVIL EXTRACONTRACTUAL DE LOS PORTADORES DE VIH - SIDA,Colombia,2009,,Papel,INSTITUCIÓN UNIVERSITARIA DE ENVIGADO,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Participación en comités de evaluación,Otra,Evaluación de la ponencia Experiencia en investigación formativa: Constitución de un Semillero de Investigación en Derecho Romano,Colombia,2008,,,FUNDACIÓN  UNIVERSITARIA TECNOLOGICO COMFENALCO CARTAGENA,JORGE EDUARDO VASQUEZ SANTAMARIA
SISCO,Participación en comités de evaluación,Profesor titular,Torneo Rebotica E-X-Trema - 2015,Colombia,2015,,Varios,UNIVERSIDAD CATOLICA LUIS AMIGO,LINA MARIA MONTOYA SUAREZ
SISCO,Participación en comités de evaluación,Evaluación de cursos,VIII Red Colombiana de Semilleros de lnvesligacion - Nodo Antioquia,Colombia,2014,,Varios,POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID,LINA MARIA MONTOYA SUAREZ
SISCO,Participación en comités de evaluación,Profesor titular,Red Colombiana de Semilleros de Investigación XIII - Encuentro Regional de InvestigaciónI,Colombia,2014,http://www.fundacionredcolsi.org/,Internet,,WALTER HUGO ARBOLEDA MAZO
SISCO,Participación en comités de evaluación,Otra,Concurso Nacional de robótica First Lego League Colombia 2014,Colombia,2014,http://www.firstlegoleague.co/,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,WALTER HUGO ARBOLEDA MAZO
SISCO,Participación en comités de evaluación,Profesor titular,"Torneo Nacional FLL: First Lego League en: Fundación Global: arte, ciencia y tecnología - 2013",Colombia,2013,,Varios,,LINA MARIA MONTOYA SUAREZ
SISCO,Participación en comités de evaluación,Otra,Editor Revista Lámpsakos,Colombia,2013,http://www.funlam.edu.co/lampsakos,Papel,,GABRIEL JAIME CORREA HENAO
SISCO,Participación en comités de evaluación,Evaluación de cursos,XII Encuentro Regional de semilleros de investigación,Colombia,2013,,Papel,Fundación Red Colombiana de Semilleros de Investigación RedColsi,LINA MARIA MONTOYA SUAREZ
SISCO,Participación en comités de evaluación,Otra,Revista de ingeniería Lampsakos,Colombia,2013,http://www.funlam.edu.co/lampsakos/,Internet,UNIVERSIDAD CATOLICA LUIS AMIGO,LUIS EDUARDO VAHOS HERNANDEZ
SISCO,Participación en comités de evaluación,Profesor titular,"Diversos artículos académicos en la revista Lámpsakos de la Facultad de Ingenierías de la Fundación Universitaria Luis Amigó en: Fundación Universitaria ""Luis Amigo""",Colombia,2013,,Internet,,LINA MARIA MONTOYA SUAREZ
SISCO,Participación en comités de evaluación,Evaluación de cursos,Concurso de robótica First Lego League,Colombia,2012,http://www.firstlegoleague.co/,Internet,ciencia y tecnología,JUAN CARLOS MONSALVE GOMEZ
SISCO,Participación en comités de evaluación,Concurso docente,"Concurso de Robótica con Sentido Social ""First Lego League",Colombia,2011,http://www.elcolombiano.com/BancoConocimiento/R/robots_locales_con_visa_internacional/robots_locales_con_visa_internacional.asp,Papel,CORPORACIÓN PARQUE EXPLORA,INGRID DURLEY TORRES PARDO
SISCO,Participación en comités de evaluación,Profesor titular,Autoevaluación institucional,Colombia,2009,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,EDGAR SERNA M
SISCO,Participación en comités de evaluación,Profesor titular,Reestructuración del pensum de la carrera Ingeniería de Sistemas,Colombia,2009,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,EDGAR SERNA M
